building_id,latitude,longitude,CO2_Usage,Water_Usage,Energy_Consumption
86,52.477140946140025,-2.4802184021410913,1328,4944,1825
87,50.6543616174444,-1.7232319669993923,1265,4796,2062
88,49.97872313863887,-0.9116482853952173,1866,4007,1901
89,51.05999728930395,-2.85948531232321,1792,5236,2390
90,50.93012541963208,-1.3428669749375324,1097,5829,1665
91,52.67576238841836,-1.694556335516815,1281,4920,1609
92,52.15919311242267,-0.9689534431248576,1760,5582,2475
93,49.99872145848261,-0.41965050416464544,1233,4818,1542
94,51.00923324654485,-1.904609118833015,1244,5103,1637
95,51.487797957781716,-1.2440099018583726,1444,5524,1701
96,52.18028263031668,-0.1683765401218147,1961,4812,2156
97,50.776535803774955,-1.376905734153437,1194,4023,1557
98,51.73008684427471,-0.04750560172120544,1575,5093,1998
99,51.37330782734574,-2.9870450693003354,1862,4027,1973
100,52.22585098303155,-3.102152416447102,1443,4549,2417
101,50.177767248420906,-1.8376954510868868,1080,4660,1729
102,51.907645329460124,-2.465818583528108,1838,4404,2254
103,51.74771251648074,-0.9143752803358365,1347,5574,2332
104,50.23844005073711,-2.0296327947157273,1146,4463,2290
105,51.832260333017366,-3.398242012880173,1996,4497,1621
106,51.32001634254973,-0.4573304121071158,1571,5916,1751
107,51.67992964813552,-2.9118998552575563,1489,4498,2418
108,52.21604669055857,-1.4910213622327841,1616,5843,1986
109,50.81942497428929,-0.1846469946833551,1239,4971,1594
110,51.580989711503406,-1.3317082513326532,1770,5342,2201
111,52.74835804144823,-0.057182865640663216,1576,4582,2182
112,49.98243984286415,-2.9662911215035344,1058,5932,1584
113,51.55339832382261,-2.687574143267505,1571,4307,2188
114,52.49345925867052,-0.5317190016955173,1040,5808,2314
115,50.5853391593518,-2.0262859198732808,1578,4214,1799
116,50.18150978868319,-3.256462410902661,1869,5622,1939
117,51.36225992866631,-1.4312972276532947,1985,5436,2042
118,50.18050865669579,-1.7873885781674659,1226,4623,2063
119,51.10029480166482,-2.3928144821939545,1622,5062,1764
120,52.18726822084093,-2.812184213806717,1924,4231,1943
121,51.85322285393772,-1.7408975923853336,1534,5985,2032
122,52.56503555917826,-1.976249980237055,1281,4994,2072
123,50.49066549824854,-2.2823919927804615,1443,4717,2448
124,49.95376478079369,-0.8754601572468128,1848,4023,1603
125,50.61669401205415,-0.606483926184965,1511,5060,2029
126,52.232621054546605,-2.1715731545122354,1437,4996,2213
127,52.56562586433861,-2.1301011634685314,1138,5725,2286
128,50.10337949180177,-0.30585493339382896,1808,4373,2120
129,52.72733061685824,-2.5038810654644306,1198,4625,2232
130,51.27117736759882,-2.0099467712252026,1477,5029,2390
131,51.05906660073377,-0.045975108864520386,1779,4889,2248
132,50.43366233984702,-1.013482369510053,1310,4665,1639
133,52.281969765190446,-2.429989428800344,1914,4820,1651
134,52.05813281033037,-2.1236182832013335,1258,5163,2223
135,51.902284791328896,-0.658932826951649,1508,5306,2393
136,50.60150461207811,-3.2741483601292325,1304,5276,1794
137,51.137795594424496,-0.348522182992951,1347,4891,1907
138,51.5691060555939,-2.7149552217179878,1071,5889,1927
139,51.863413135418284,-1.4607943300393103,1974,4582,2358
140,50.81700122715656,-2.5494851361209996,1301,5163,1739
141,52.58912031937896,-0.19038041185542465,1292,4278,2388
142,52.14038746550866,-0.3373307214014387,1362,5144,1647
143,51.44844838991588,-1.4499049724756063,1592,4320,2060
144,52.08215119634447,-2.4694793940329416,1181,5836,2491
145,52.786067014855135,-2.631921102361369,1998,4348,1709
146,52.57793361365649,-3.372303926855705,1484,5137,2014
147,51.68232687823106,-1.6581665901834148,1087,4072,1677
148,52.28485932831162,-1.8760183553419378,1493,5501,1651
149,51.559953039398806,-2.7210447287072217,1650,5113,1649
150,50.17885679569463,-1.7916091238445122,1425,4397,1903
151,51.7511717482893,-0.03242810369462301,1484,5763,2056
152,52.17729974539522,-0.33561981698332,1541,4856,1559
153,51.91563332561051,-1.726488747326512,1634,4257,2024
154,50.585259707817514,-2.5725824902855203,1820,5181,1742
155,51.16434437112338,-1.656082361979429,1477,4167,1845
156,51.98981388006044,-3.3336254279098156,1536,5052,2029
157,51.982001985682714,-1.660886677977477,1605,5120,1842
158,52.185879296491414,-1.8877018545033593,1167,5505,1678
159,51.43541890179669,-1.062778426035825,1422,5588,2087
160,51.427163198105205,-2.068655788282289,1997,5514,2488
161,50.43458183120816,-1.8854943505298338,1355,5193,1991
162,52.78137835242342,-2.1250190664216353,1369,4886,1825
163,50.72685745895029,-0.9510444293746261,1376,4418,2236
164,51.004219822343465,-3.220652325962095,1528,5075,1601
165,51.95831674986512,-1.7633891015312253,1253,5119,1504
166,50.71254771179262,-2.2666003835525066,1565,5116,2101
167,50.29005199604851,-2.592307718397519,1809,5373,1981
168,51.81902782942295,-0.9927662665567887,1131,5796,2284
169,50.64424257553917,-1.410259385927282,1988,5762,1818
170,52.16258609339,-3.227990787930918,1016,5188,1753
171,52.34339631992651,-2.2975866988526636,1166,5662,1776
172,50.28807191935854,-1.6066006689013408,1015,5017,1562
173,51.33202778312203,-1.3403346811978727,1607,5365,1806
174,51.62502768730562,-1.956263388127943,1257,5369,2179
175,52.45693668021451,-2.9224590724291764,1269,5395,2156
176,49.971394342541466,-1.0365423042024045,1536,4754,1513
177,51.81009944292065,-1.7604255366007995,1462,4530,2440
178,52.150456933994036,-0.22073601225530393,1352,4945,2115
179,51.366997780715245,-3.232958644872962,1131,5466,1563
180,50.577429528776946,-1.2673772427428438,1131,4130,2167
181,51.092202738744945,-1.6819303333384952,1976,5167,2143
182,50.06795262086109,-0.18710436625021387,1953,4541,2297
183,51.09888818570102,-1.1021371112393394,1300,5413,2205
184,51.43706284881872,-2.7838109862486893,1121,5641,1579
185,50.143834413738965,-0.22514349131733846,1831,5710,1585
186,51.052145280367384,-1.4079400616575575,1512,5564,2142
187,50.644789489073524,-1.96187848489747,1772,5458,1584
188,50.027835117138125,-1.5314137576587061,1357,5438,1535
189,51.53061506773327,-2.679879937504344,1974,5612,1835
190,52.341247572489486,-0.2512465140339075,1903,4634,1633
191,52.623836905116676,-3.3521399964090057,1012,5485,2081
192,52.34587960060232,-0.6820981898821925,1788,5551,1756
193,52.460954115375465,-2.8995979756687458,1429,5387,1851
194,51.210474272558855,-0.4751601450403409,1511,5039,1869
195,50.690935843416426,-0.08020270752166869,1739,4939,1776
196,51.581166950511644,-2.000778344211186,1079,5939,1952
197,50.546830671530515,-0.8590648372616618,1453,5011,1770
198,52.60590983007016,-0.13413668270847445,1985,4066,1824
199,50.85401844622094,-0.6461783693122518,1583,5203,1723
200,51.27896221639616,-0.9320371118207449,1314,5036,1751
201,52.58257254620575,-0.6779128707725022,1109,4667,2053
202,50.22477620194663,-3.399814251124971,1104,4835,2447
203,51.98239792760111,-1.9589289483316328,1966,4714,1991
204,51.851072033710956,-0.41240921126692864,1675,4921,2097
205,52.49874695397373,-3.383286571859983,1320,4306,1731
206,51.802801156842236,-1.5930979972806794,1523,4264,1597
207,50.846220212095496,-1.5564918548916642,1955,5470,1859
208,50.00133659210894,-1.597341416050957,1590,4053,1895
209,52.08753756087801,-2.9648542096844084,1348,4654,2272
210,52.09862517834206,-3.1790185136718403,1075,4239,1972
211,52.34256642210384,-1.1387087108228147,1348,5689,2467
212,52.04985965512176,-1.7452084283941975,1664,5262,1808
213,52.14159743354608,-2.6762151624541377,1435,4154,2487
214,52.78232049206386,-2.2403529017578725,1061,4095,1539
215,51.39056606618427,-2.850938158584064,1558,4711,1593
216,51.853287129251065,-0.20148516759208857,1736,5479,2106
217,52.08853466720177,-1.7059289183081834,1369,4718,2132
218,52.36007717371516,-0.02285744980254778,1617,4196,1855
219,50.27805345523946,-0.5056516099539352,1900,4618,1986
220,52.70137413376839,-0.6905346563251911,1228,4866,2068
221,51.600263911861234,-1.1510535756024045,1126,5519,2251
222,52.49064309327882,-2.3278024866062346,1879,5346,2021
223,52.38145330492064,-1.7239502715436372,1405,5785,2366
224,52.43322398630893,-0.4919866042933756,1328,5583,1741
225,52.543234456996906,-1.2755571612549566,1821,5905,1964
226,52.23248994682038,-1.2819328834687704,1877,4437,2095
227,51.753241820808064,-0.8931946994979487,1356,4114,1745
228,51.5371495408711,-1.9703777882287499,1912,4080,2333
229,50.27688922926713,-2.5467801872319114,1670,4844,1524
230,51.65785119174838,-2.766683154062593,1708,5901,1582
231,50.56048207822786,-1.350241630017258,1430,4785,1971
232,52.01891785718068,-2.299329906945272,1076,5612,2082
233,52.566418223755846,-2.004044637643281,1205,4281,1696
234,50.2084507603256,-2.788829754563382,1100,5583,1757
235,50.62859746228835,-3.287124759159396,1863,4794,2438
236,50.92671550418893,-0.3533420529909037,1664,5102,2470
237,51.49036846357336,-2.746230565282161,1829,5335,1817
238,50.5790892259238,-0.7806448826335126,1232,4725,1634
239,52.47494295152216,-3.0092115244180455,1883,5763,1599
240,52.239956713563934,-0.541873414129141,1286,5900,1508
241,52.33199921973006,-0.6055704272942242,1730,5742,1866
242,50.354685828911904,-2.9094559822940362,1681,4280,1677
243,50.70078541526066,-1.3770549718892249,1957,5644,2051
244,51.25851171698319,-0.7756315383875454,1677,4478,2461
245,50.020924333564125,-1.7338611615826858,1128,5744,2440
246,50.979503826418075,-1.2679552156813276,1034,4549,1575
247,52.283614721766845,-1.5203211659447524,1417,4378,2405
248,50.05027853402935,-0.2090165756459026,1253,4724,2106
249,52.38894225596061,-0.05895370735053573,1587,4499,1806
250,50.01867004683849,-0.2706282156612989,1713,4863,2406
251,50.33171846608833,-0.34161577432080037,1354,4514,1578
252,51.201669583016006,-1.1677265429755694,1321,4323,1761
253,50.862991385222436,-0.8151537300637526,1555,4737,1567
254,50.96386366590104,-2.2184159587273555,1761,4569,1703
255,50.08447250797813,-3.37375727337997,1030,4537,1726
256,49.90833929126328,-1.356010302830207,1038,5278,1898
257,51.47163562368918,-3.3938704949020204,1087,5352,1825
258,52.68696244167291,-1.6213749936841326,1223,5098,1624
259,51.35854090693073,-1.124744816017075,1166,5344,1699
260,51.239610660839645,-1.833025955837854,1152,4489,1998
261,51.62774794646945,-1.6211571090831443,1919,4042,1995
262,52.57430887221565,-2.555009015274199,1291,4776,2473
263,50.056261044391995,-1.3385687401756945,1603,5368,1941
264,51.383027319522824,-1.362457765362508,1242,4949,1739
265,51.04474393001829,-2.413024335891301,1255,5779,1675
266,51.01604033600728,-3.0253069476776426,1602,4798,2446
267,50.896818489130226,-0.8373031830033035,1276,4601,2050
268,51.58182249549814,-1.4533966770530375,1057,4713,1700
269,52.55393789325528,-1.416682533394284,1994,4285,1884
270,50.78230812424046,-2.2248694619380345,1121,4817,2445
271,52.79238508021497,-0.4938124771544019,1094,4655,1997
272,50.084236088676555,-0.1902135587533902,1399,4954,1727
273,52.152898638076664,-0.37486054448770645,1984,4895,1584
274,50.72065187506656,-3.3219998892862486,1486,5759,2134
275,52.083569728047884,-2.6269263215191914,1530,4597,1889
276,50.943640788220584,-1.4943620571749299,1028,5181,2458
277,51.55289311029205,-1.8606866250246612,1132,5388,2355
278,50.77658346921801,-3.1387255414854653,1651,4327,2276
279,51.44244224055442,-2.40567430158109,1162,4305,1711
280,51.36386343318279,-1.8897720833221576,1455,5715,1635
281,52.228565931557185,-2.4466629486458467,1341,5604,2472
282,50.53142005651902,-2.101775577385877,1475,4328,1872
283,50.68913408578088,-3.104485958063131,1855,5755,2013
284,52.76294619398505,-0.5405463036472913,1773,4065,2493
285,51.63836208699967,-1.5092266361425186,1897,5405,1804
286,52.326795363020004,-2.3534679530536544,1717,5838,1643
287,52.75936226404028,-1.4631368032816987,1884,4211,2055
288,51.00011223690801,-2.202843250462143,1242,5305,1633
289,50.87222631641924,-1.6098130333369525,1898,5726,1806
290,49.96452531709606,-2.4406397370879342,1693,4787,2363
291,50.09407828901473,-2.3612987473047706,1414,4964,1719
292,50.037312843260274,-3.3276885716841824,1166,4578,2136
293,50.55258458908442,-0.9763283124019533,1754,5615,1880
294,51.541550099309156,-0.3965747137607911,1397,4567,1718
295,50.03596485496463,-0.8619865562885791,1102,4530,2054
296,52.43583119015288,-1.8947830137140382,1477,5307,1922
297,51.65610153577915,-0.12086055207738422,1817,5065,2305
298,50.66260748327355,-1.5063207560509098,1864,5916,2164
299,50.85402748274167,-3.3604295900381946,1003,5664,2482
300,52.162733721528284,-0.04806992544561561,1244,5865,2396
301,52.1962509096503,-2.3934954071779453,1951,4275,1955
302,51.157617766612965,-1.2488753494062999,1883,4058,1957
303,50.00335368205987,-1.6084812870838365,1545,4459,1886
304,51.975527327188736,-0.5330014777739587,1450,4104,1669
305,52.54246422370184,-3.2010172832395893,1492,4470,1861
306,50.63308091055473,-0.14352296522600794,1767,4834,1595
307,51.292568980670154,-1.8156012901312921,1121,5125,1978
308,50.340797921371646,-0.7606300872669816,1571,5628,1819
309,51.67268886797563,-2.9673413659820795,1013,4278,2161
310,51.93137219074397,-1.59025486375756,1228,4793,2438
311,51.25317074475124,-1.4239455111115822,1617,4224,1922
312,52.433672208392714,-1.173499399478334,1175,4837,1771
313,51.64587465141805,-1.693898320234444,1020,5081,2477
314,50.189231012821885,-2.630633402307536,1532,4181,2445
315,50.97073537446346,-0.1382431271610267,1254,5837,2332
316,52.788203034009236,-1.2740813791354269,1834,4989,2445
317,52.0429509031202,-0.3009841790401242,1744,5030,2422
318,50.46042328026459,-3.114929606681409,1966,4052,2215
319,52.05727193412157,-0.37027600498318947,1197,4364,1775
320,51.02139939663622,-1.074388518924796,1484,4978,1795
321,50.49174573459784,-2.272288107992372,1110,4348,2107
322,52.402136762420696,-0.36078004299733424,1405,4905,1880
323,51.867489508176014,-0.37407268257587356,1549,5328,2053
324,50.74986542302562,-0.9032748010137293,1678,4223,2055
325,50.2634149020428,-0.8302149440576629,1725,5356,1843
326,50.5568271756885,-2.3596717121016173,1674,4130,1986
327,52.19385478139006,-1.4578867066491537,1886,4025,2410
328,51.5090966596369,-1.7490421788926742,1504,4355,1710
329,50.39795745455147,-1.1670627296920286,1924,5022,1556
330,52.391691300765,-0.8833190478938828,1750,5686,2487
331,50.52909857247965,-1.2450721901604695,1407,5763,1754
332,51.49839278869775,-2.6356237765713115,1010,5869,2366
333,51.58723260617984,-1.0938871305049402,1221,4602,2433
334,51.69132573867666,-3.324649382356157,1863,5823,1623
335,51.079876491992806,-1.1832453701559098,1269,4282,2174
336,50.40063857915088,-1.3229126041607469,1348,5709,2354
337,51.629067485095526,-3.0234181797221504,1039,5805,2193
338,51.40298524648768,-0.11176852930214176,1160,4570,2302
339,52.63069674881878,-1.8005542002521335,1539,5337,1869
340,50.84273326414368,-0.7324711224710292,1821,5261,2278
341,52.48045202542019,-2.180801690548204,1164,5527,2153
342,52.53608132634686,-0.7782098566386875,1429,5005,2121
343,50.76087097984083,-3.1658879756511435,1183,5636,1723
344,50.81949000587123,-0.1834049795800179,1401,4678,1845
345,50.91904959478947,-2.4830711633620695,1502,4612,2167
346,50.69862787222625,-0.5614053745521441,1192,5800,2245
347,51.51684802213668,-2.8865927219750374,1486,5022,2497
348,50.179366955336945,-0.15256583021297443,1634,5236,1742
349,50.96814865348624,-2.629186898591522,1666,5114,2443
350,50.41693791989634,-2.5341610605278087,1359,5286,2288
351,51.870420588517405,-2.786940190409151,1985,5064,1662
352,50.11921347462614,-0.7150977307428819,1624,4695,1926
353,51.613034211735204,-0.7593070179469228,1711,5762,1805
354,52.15770664912767,-1.9197814920697138,1347,5775,2271
355,52.10239490864851,-3.108222878964564,1092,5393,2101
356,52.458669893377106,-2.1031441710482666,1801,6000,2307
357,50.446490013978035,-0.6840675157498479,1698,4359,2012
358,50.997004619095804,-2.630632685515459,1773,5081,2132
359,50.75152513276638,-0.8347363156997814,1970,4824,1985
360,51.565270334260084,-2.3422434400977767,1754,4269,2383
361,51.68540763024747,-3.0033043263403134,1643,4742,1853
362,50.18376282178702,-0.6002734243076495,1853,4856,1719
363,50.794011600936955,-1.5323725598208753,1820,4261,1862
364,51.116916785916345,-2.726419959775571,1569,4454,2458
365,52.71736723340897,-1.9764669627070701,1871,5035,2256
366,51.115062119898035,-2.181880931366699,1084,4479,2174
367,52.26187606440052,-0.394386245761992,1674,5443,2407
368,49.92270239226232,-0.11101145625322406,1079,5577,1567
369,51.44577694491235,-2.6305689164349437,1540,4558,2110
370,51.675192134336086,-3.075067493304772,1407,4937,2332
371,52.509887178148304,-2.9708987553434576,1853,4979,1997
372,51.852577323177734,-0.06282160999380881,1341,4966,1914
373,50.6619091136515,-3.2231507822258725,1826,4917,2252
374,50.392868069296256,-1.1933712369337695,1101,4774,1617
375,52.35716667820682,-0.3873738377849669,1533,5635,1692
376,50.71556379559088,-1.7538517560627835,1973,4948,2342
377,52.611445735526495,-3.120143307938399,1292,4361,2373
378,51.358313504184586,-3.2245006704030157,1648,5822,2361
379,52.15545764765689,-0.6667608417409427,1042,4013,1998
380,52.09863249408289,-2.2523853023665397,1064,4948,2156
381,51.469028731340195,-3.369071072115618,1429,5303,1669
382,52.13673709666217,-0.04262688694832928,1846,5749,2242
383,52.79658306377238,-3.251467860382016,2000,4088,1615
384,50.220503204935696,-1.3696626030125492,1703,4302,2118
385,51.623544807107784,-3.038372415693566,1342,5585,2054
386,52.27010513254528,-0.15728320643955884,1398,5054,1946
387,51.482499192070655,-2.6599663933275943,1016,5151,1933
388,51.84010675967738,-1.2549953236964573,1608,5568,1876
389,52.10457217455152,-3.3225317678766784,1274,4983,2351
390,51.37463189405414,-2.169471525126334,1180,4385,2008
391,52.63126978811801,-0.5909301888755896,1778,5583,2075
392,51.19149505765865,-0.15081765701726013,1901,4480,2282
393,50.030104045072015,-0.2951269801036598,1338,5957,2375
394,51.635947236712646,-2.6970857494524734,1470,5713,1959
395,51.46249728325991,-1.2033102528249788,1556,4836,2385
396,52.305762811164136,-1.105146351731714,1544,5448,2189
397,50.35982268221102,-0.8149631130412351,1586,4749,2034
398,52.590470673493655,-2.3968124952012233,1257,4487,1900
399,51.91872872927074,-1.184133040283876,1987,5990,2471
400,52.34609867571522,-1.3908135685789742,1881,4567,2360
401,51.08676415322474,-1.8694728011076995,1015,4180,1971
402,51.933654357337396,-0.5413679055743277,1307,5585,1602
403,50.76388385324448,-0.46409278231515483,1389,4173,2493
404,50.83785878362323,-2.918276788992854,1426,5818,2418
405,50.12819638296296,-2.1129119476006846,1799,5571,1586
406,51.39875432702708,-2.5187727183083277,1672,5217,1838
407,51.90580190164357,-2.4166132555002395,1490,5384,2477
408,51.851558543814534,-1.541930756789675,1428,4812,2426
409,50.87446767881902,-0.8952156871710213,1979,4485,2073
410,52.42820714395943,-0.876805036471934,1019,5557,2096
411,50.2157103412907,-0.8699317336983854,1895,5540,1599
412,52.46548399188568,-3.3631766971323453,1316,4838,2210
413,50.12441959515789,-1.1061727445162872,1529,4844,2101
414,52.4253232562699,-1.7821030484859055,1083,4021,1885
415,50.73737439791941,-3.32710897942577,1977,5609,2047
416,50.35058613930628,-0.48155129611918834,1143,5439,2233
417,52.39047796365874,-0.8787464642617784,1491,5962,2103
418,50.62674990191134,-1.427668346985575,1547,4267,1636
419,50.030019866453614,-2.5277791474287206,1109,5837,2135
420,51.69944721053569,-3.3902656767507566,1348,4778,2029
421,52.67040081486694,-2.1371928448863287,1115,4200,1742
422,51.15293528845579,-3.034925766395883,1410,4780,1893
423,50.67863304439764,-3.017426693782097,1756,5419,2212
424,52.53217728750245,-1.6856501887165758,1635,5896,1719
425,52.54687117836748,-2.762061890093469,1765,5646,1717
426,49.99031917307914,-2.118586714588515,1387,5260,2000
427,52.682856069420325,-3.234676004892078,1338,4388,2253
428,50.49466537348887,-2.9491142209908228,1551,4326,2437
429,50.03725291703521,-1.0942587311052256,1698,5833,1697
430,51.487863111137614,-2.666664616221384,1318,5583,2498
431,52.4142376304715,-2.8310423329351426,1704,4269,1749
432,51.82649042800018,-1.685993745964428,1661,4689,2070
433,50.82497499043514,-1.4849615432686487,1360,5314,2355
434,51.021702096079395,-1.375631565434762,1863,4812,2395
435,50.837710165299455,-2.017564567318847,1305,5435,1693
436,52.791938574132274,-0.8600694319774673,1634,5068,2282
437,50.06083731676698,-1.7925878403351732,1712,4791,2162
438,50.26277286982948,-0.134958268224747,1780,4656,1884
439,52.316515119240854,-0.07405276572452912,1125,4833,2143
440,50.81204038413894,-0.20473242616048548,1902,5833,2042
441,51.80801454417225,-2.155622370801063,1892,5521,1932
442,51.76680154761919,-1.9461030296775446,1059,5637,1563
443,51.6211027399541,-0.3925129359219919,1781,4097,2079
444,50.96401605192212,-2.355912617994285,1715,4644,1761
445,50.85431939112518,-3.197295195988313,1469,5218,1565
446,50.65975295128974,-2.2332715541056882,1476,4708,1741
447,51.52864813211703,-3.160563269672284,1854,4619,2148
448,51.48479961884072,-1.0003074939486551,1660,5659,1550
449,52.69869195706016,-0.8078521718983631,1143,4031,1604
450,51.23556076488431,-1.3719434737952967,1656,4060,1562
451,52.13158014165354,-2.097148049203506,1109,5226,2499
452,51.19046742254963,-0.24332176133477645,1233,5472,1718
453,50.26295778315857,-0.22079039294695635,1058,4665,1554
454,52.01385276581126,-2.0902503044203566,1905,4945,2067
455,50.89725131990599,-1.0356726363275595,1584,5146,1597
456,50.48268755407627,-2.2423784313889747,1742,5883,1542
457,51.74748656886212,-1.6935058508193064,1774,5779,1867
458,52.2468286693985,-0.5197716071410006,1408,5585,1855
459,52.67044730666644,-3.314518272309855,1826,4461,1773
460,50.00376850385722,-0.29269026691714384,1072,5781,1589
461,51.048497997754275,-3.067226672942349,1667,4149,1822
462,52.298803339599374,-2.8583663108282815,1858,5767,1698
463,52.528457511614796,-1.7389196438538286,1782,5012,1889
464,52.726562169989165,-1.3820027136376538,1272,4467,1598
465,50.98356607235037,-0.798526953214024,1661,4078,1511
466,49.96260512213607,-0.7557216170605892,1530,5303,2273
467,51.38895647394486,-2.458692560372661,1102,4706,1923
468,49.947385803797474,-1.0758155631778594,1988,4061,2042
469,50.97946611386016,-0.5554925760966327,1264,5764,1934
470,51.17233218843703,-2.6911804919434776,1703,5309,1543
471,50.09920601597013,-1.9613819210685202,1108,4017,2316
472,50.24306751688772,-0.3115604942051067,1980,4122,1822
473,50.6176803020319,-3.237692969157565,1939,5134,1638
474,51.626339325929195,-2.398451823986611,1429,4311,1692
475,51.517186313803926,-2.9418566448273946,1019,5911,2240
476,50.43459987477003,-1.9969396046507055,1109,4766,1878
477,52.11346272287933,-1.474452014857426,1492,5947,2331
478,52.785408827758175,-1.0875722401510313,1128,5883,1537
479,50.28985991570845,-2.091181261882748,1297,4204,1526
480,52.06631495143342,-1.4971780733161972,1000,5764,2243
481,50.16999372466965,-2.099361138907939,1009,5093,2043
482,51.04490223525764,-1.761147851559198,1888,5401,2128
483,50.904552061443034,-0.21152789019741247,1154,5141,1659
484,49.926698668731326,-1.0715214766858185,1805,4087,2135
485,50.96385656606547,-1.1636078023059984,1815,5161,2122
