building_id,CO2_Usage,Water_Usage,Energy_Consumption,height,latitude,longitude,polygon
20,125.96239002050544,2604.5962923793622,525.3081027426822,60.20082376735105,45.76511853406754,4.8361389548498535,"[[[4.8361887, 45.7652657], [4.8362589, 45.7650015], [4.8360804, 45.7649929], [4.8360429, 45.7650194], [4.8360489, 45.7651175], [4.8360561, 45.7652336], [4.8360921, 45.7652603], [4.8361887, 45.7652657]]]"
21,493.57182624272167,5242.466892912119,3830.479447844204,68.97767619335926,45.76503257037468,4.834798787748944,"[[[4.834729, 45.7650214], [4.8347067, 45.7650851], [4.8347116, 45.7650859], [4.8346938, 45.7651367], [4.8347251, 45.7651401], [4.8348008, 45.7651484], [4.8348439, 45.7650465], [4.8348597, 45.7650139], [4.8348666, 45.7650135], [4.8349125, 45.7649074], [4.8348584, 45.7649073], [4.8348251, 45.7649072], [4.8347954, 45.7649981], [4.8347463, 45.7649892], [4.834729, 45.7650214]]]"
22,95.97190450213694,8134.6503701027905,2779.922051769392,31.63589804744236,45.764415154141275,4.833491922767723,"[[[4.8335832, 45.7644479], [4.8336957, 45.7644509], [4.8336993, 45.7643837], [4.8335959, 45.7643747], [4.8335337, 45.7643695], [4.8335211, 45.7643676], [4.8333284, 45.7643627], [4.8333221, 45.7644159], [4.8333163, 45.7644651], [4.833515, 45.7644704], [4.8335164, 45.7644461], [4.8335832, 45.7644479]]]"
23,307.7180117749338,2241.7666217341093,1484.2941239786276,81.52616959442395,45.764754996141825,4.834650194840563,"[[[4.8345472, 45.7647353], [4.8345173, 45.7648134], [4.8347672, 45.764816], [4.8347814, 45.7647586], [4.8347586, 45.7647557], [4.8347604, 45.7646944], [4.8346686, 45.7646929], [4.83457, 45.7646758], [4.8345472, 45.7647353]]]"
24,420.02236554000365,4535.986019042604,2380.7283148248084,98.64272613685162,45.76411379341168,4.833567054098085,"[[[4.8337372, 45.7640858], [4.8337657, 45.7639973], [4.8337672, 45.7639922], [4.8336693, 45.7639863], [4.8336577, 45.7640831], [4.8333395, 45.764074], [4.833346, 45.7641345], [4.8333505, 45.7641761], [4.83357, 45.7641825], [4.8337249, 45.7641871], [4.8337372, 45.7640858]]]"
25,80.14477957018215,9048.21283412302,889.3483625042113,10.655036759781494,45.76432476127011,4.835115695361841,"[[[4.8349375, 45.7643442], [4.8349383, 45.7643477], [4.8349567, 45.7644341], [4.8349823, 45.7645592], [4.835039, 45.764553], [4.835087, 45.7645478], [4.835285, 45.7643271], [4.8354055, 45.7641801], [4.8353124, 45.7641661], [4.8351161, 45.7641804], [4.8349055, 45.7641957], [4.8349375, 45.7643442]]]"
26,373.7200565081761,8217.997567732955,1490.8741863116,77.07519921204793,45.77305960878404,4.84231261430664,"[[[4.8424719, 45.773198], [4.8425196, 45.7729562], [4.8425197, 45.7729551], [4.8425139, 45.7729547], [4.8425135, 45.7729558], [4.8421663, 45.7729213], [4.842121, 45.7731661], [4.8424719, 45.773198]]]"
27,119.95826834704441,3500.9971623811875,2083.018608638966,56.92177997799582,45.77479710499936,4.844478802324391,"[[[4.8447217, 45.7751419], [4.8447814, 45.7751476], [4.8449028, 45.7745148], [4.8448433, 45.7745095], [4.8448554, 45.7744471], [4.8441754, 45.7743834], [4.8440296, 45.7751406], [4.8447098, 45.7752043], [4.8447217, 45.7751419]]]"
28,302.9792157048968,1206.2913734931287,1125.401655981138,66.87997919337167,45.77168539500077,4.842871971372169,"[[[4.842731, 45.7717654], [4.842731, 45.7717687], [4.842834, 45.7717796], [4.8428921, 45.7717808], [4.8429083, 45.771781], [4.842935, 45.7717813], [4.8430623, 45.7717829], [4.8430793, 45.7717073], [4.8430756, 45.7717065], [4.8430964, 45.7716138], [4.8429009, 45.7715958], [4.8427745, 45.7715841], [4.8426885, 45.7715749], [4.842685, 45.7715771], [4.8426498, 45.771756], [4.842731, 45.7717654]]]"
29,355.1952094775294,9896.729944805229,3069.06822618303,93.53600937515006,45.77493919496451,4.843046719648432,"[[[4.8429848, 45.7750417], [4.8431533, 45.7750577], [4.8431584, 45.7750304], [4.8431763, 45.7749334], [4.8431904, 45.7748583], [4.8431923, 45.7748479], [4.843005, 45.7748309], [4.8428699, 45.774877], [4.8429848, 45.7750417]]]"
30,115.48576202566926,2220.840294464221,577.4071333849467,96.66936589258604,45.77236126430933,4.852041494959216,"[[[4.8521821, 45.7724858], [4.8522021, 45.7723827], [4.8522182, 45.7722816], [4.8522194, 45.7722672], [4.8520668, 45.7722528], [4.8519246, 45.7722394], [4.8519028, 45.7722511], [4.8518632, 45.7724571], [4.8521821, 45.7724858]]]"
31,112.57670446915338,2180.7020347759,3033.9734681558034,99.49190775522023,45.77381310355409,4.842526267528394,"[[[4.842473, 45.7739281], [4.8425095, 45.7739317], [4.8426095, 45.7739417], [4.8426637, 45.773678], [4.8425127, 45.7736633], [4.8424837, 45.7737867], [4.8423897, 45.7737771], [4.842379, 45.7738283], [4.8423602, 45.7739161], [4.842473, 45.7739281]]]"
32,377.91111612115395,1382.3297228873048,3879.0948891984044,36.523333480989834,45.771551410108415,4.84500895256336,"[[[4.8448292, 45.771681], [4.8448314, 45.7716717], [4.8448786, 45.771676], [4.8448769, 45.7716854], [4.8448933, 45.7716868], [4.8448953, 45.7716773], [4.8449429, 45.771682], [4.8449394, 45.7717091], [4.8449909, 45.7717141], [4.8449884, 45.7717275], [4.8450036, 45.7717289], [4.845002, 45.7717393], [4.8450188, 45.7717407], [4.8450195, 45.7717305], [4.8451231, 45.7717403], [4.8451201, 45.7717505], [4.8451364, 45.771752], [4.845138, 45.7717417], [4.8451538, 45.7717427], [4.8451543, 45.7717395], [4.8451872, 45.7717428], [4.8451853, 45.7717514], [4.8451994, 45.7717528], [4.8452011, 45.7717441], [4.8452468, 45.7717485], [4.8452453, 45.7717566], [4.8452591, 45.771758], [4.8452607, 45.7717498], [4.8452717, 45.7717509], [4.8452736, 45.7717414], [4.8452614, 45.77174], [4.8452669, 45.7717111], [4.8452792, 45.7717125], [4.8452812, 45.7717027], [4.8452688, 45.7717014], [4.8452707, 45.7716919], [4.8452776, 45.7716926], [4.8452931, 45.7716992], [4.84531, 45.7716962], [4.8453115, 45.7716943], [4.8453188, 45.7716972], [4.8453251, 45.7716893], [4.8453505, 45.7716918], [4.8453539, 45.7717008], [4.8453678, 45.771698], [4.8453641, 45.7716895], [4.8453853, 45.7716785], [4.8453964, 45.7716829], [4.8454034, 45.7716744], [4.8453917, 45.7716696], [4.8453955, 45.7716519], [4.8454079, 45.7716495], [4.8454044, 45.7716398], [4.8453911, 45.7716421], [4.8453791, 45.7716313], [4.8453936, 45.771637], [4.8454016, 45.771627], [4.8453865, 45.7716212], [4.8454138, 45.7716233], [4.8454175, 45.7716328], [4.8454314, 45.77163], [4.8454281, 45.7716213], [4.8454487, 45.7716106], [4.8454597, 45.7716149], [4.845467, 45.7716062], [4.8454559, 45.771601], [4.8454591, 45.7715833], [4.8454717, 45.7715808], [4.8454683, 45.7715712], [4.8454548, 45.7715733], [4.8454397, 45.7715589], [4.8454459, 45.7715512], [4.8454331, 45.771546], [4.8454275, 45.771554], [4.8454, 45.7715519], [4.8454169, 45.7715489], [4.8454127, 45.7715376], [4.8453962, 45.7715405], [4.8454117, 45.7715318], [4.8454233, 45.7715369], [4.8454308, 45.7715284], [4.8454195, 45.7715236], [4.8454231, 45.7715054], [4.8454357, 45.7715028], [4.8454319, 45.7714933], [4.8454193, 45.7714955], [4.8454036, 45.7714812], [4.8454094, 45.7714735], [4.8453973, 45.7714683], [4.8453906, 45.7714757], [4.8453644, 45.7714742], [4.8453613, 45.7714657], [4.8453529, 45.7714674], [4.8453519, 45.7714655], [4.8453365, 45.7714597], [4.8453197, 45.7714637], [4.8453129, 45.7714631], [4.8453146, 45.7714523], [4.8453271, 45.7714537], [4.8453288, 45.7714438], [4.8453169, 45.7714425], [4.8453218, 45.7714138], [4.8453343, 45.7714147], [4.845336, 45.771405], [4.8453245, 45.7714039], [4.8453259, 45.7713958], [4.8453121, 45.7713944], [4.8453105, 45.7714027], [4.8452642, 45.7713987], [4.8452661, 45.7713901], [4.845252, 45.771389], [4.8452504, 45.7713977], [4.8452183, 45.7713948], [4.8452187, 45.771392], [4.8452037, 45.7713905], [4.8452058, 45.7713799], [4.8451894, 45.7713786], [4.845188, 45.771389], [4.845085, 45.7713797], [4.8450879, 45.7713694], [4.8450718, 45.7713675], [4.8450698, 45.7713783], [4.8450545, 45.771377], [4.8450521, 45.7713885], [4.8450679, 45.7713898], [4.8450671, 45.7713938], [4.8449982, 45.7713866], [4.8449931, 45.7714123], [4.8449456, 45.771408], [4.8449474, 45.7713989], [4.8449314, 45.7713974], [4.8449295, 45.7714065], [4.8448819, 45.771402], [4.8448837, 45.7713933], [4.8448676, 45.7713918], [4.8448659, 45.7714005], [4.8448183, 45.7713962], [4.8448198, 45.7713873], [4.8448037, 45.7713858], [4.8448023, 45.7713947], [4.8447545, 45.7713903], [4.8447561, 45.7713815], [4.8447397, 45.77138], [4.8447382, 45.7713888], [4.8446907, 45.7713843], [4.8446921, 45.7713758], [4.8446759, 45.7713742], [4.8446747, 45.771383], [4.8446622, 45.7713817], [4.8446601, 45.7713927], [4.8446732, 45.771394], [4.8446719, 45.7714029], [4.8446678, 45.7714025], [4.8446649, 45.7714167], [4.8446266, 45.7714132], [4.844629, 45.771399], [4.8446081, 45.7713969], [4.8446069, 45.7714032], [4.8445974, 45.771402], [4.8445969, 45.7714052], [4.8445942, 45.7714051], [4.8445541, 45.7716173], [4.8445567, 45.7716176], [4.8445564, 45.7716208], [4.8445661, 45.7716218], [4.8445649, 45.7716278], [4.8445868, 45.77163], [4.8445893, 45.771616], [4.844627, 45.7716193], [4.8446245, 45.7716331], [4.8446281, 45.7716336], [4.844627, 45.7716424], [4.8446135, 45.7716412], [4.8446113, 45.7716524], [4.8446233, 45.7716536], [4.8446217, 45.7716619], [4.844638, 45.7716635], [4.844639, 45.7716545], [4.8446876, 45.7716584], [4.8446857, 45.7716677], [4.8447015, 45.7716694], [4.8447027, 45.7716603], [4.8447514, 45.7716644], [4.8447494, 45.7716737], [4.8447654, 45.7716752], [4.8447673, 45.7716661], [4.8448153, 45.7716702], [4.8448136, 45.7716798], [4.8448244, 45.7716806], [4.8448292, 45.771681]]]"
33,458.92594410660445,4585.9416251126295,1903.8210743057004,72.537891654291,45.76944843684658,4.841476277739408,"[[[4.8415426, 45.7696086], [4.8415667, 45.7696063], [4.8415767, 45.7695519], [4.8415913, 45.7694735], [4.84162, 45.769335], [4.8416202, 45.7693335], [4.8416123, 45.7693327], [4.8415235, 45.7693255], [4.8415233, 45.7693241], [4.8413797, 45.7693112], [4.8413795, 45.7693131], [4.841341, 45.7695024], [4.8413296, 45.7695633], [4.8413342, 45.7695669], [4.8413933, 45.7695736], [4.8413887, 45.7695936], [4.8415426, 45.7696086]]]"
34,235.27638733936723,6226.560107434777,3617.2477656823708,35.23409299992508,45.77035921857126,4.843925575910759,"[[[4.8441153, 45.7704161], [4.8441302, 45.7703412], [4.84416, 45.7703436], [4.8441583, 45.7703536], [4.8441763, 45.7703551], [4.8441879, 45.7702937], [4.8441595, 45.770291], [4.843735, 45.7702512], [4.8437035, 45.7703922], [4.8436965, 45.7704287], [4.8439126, 45.7704497], [4.8439283, 45.7704512], [4.8439973, 45.7704574], [4.8440319, 45.7704601], [4.8440583, 45.7704625], [4.8441546, 45.770471], [4.8441605, 45.7704395], [4.8441641, 45.7704204], [4.8441153, 45.7704161]]]"
35,462.53564191551914,3284.371821604054,505.7832592774498,32.888598849219086,45.77055814798918,4.84520335475352,"[[[4.8447572, 45.770699], [4.845613, 45.7707784], [4.845616, 45.7707624], [4.8456195, 45.7707445], [4.845681, 45.7704208], [4.8448094, 45.770339], [4.8447414, 45.7706975], [4.8447572, 45.770699]]]"
