building_id,latitude,longitude,Energy_Consumption,CO2_Usage,Water_Usage,log1p_Energy_Consumption,log1p_CO2_Usage,city,year,PC1,PC2,cluster
16,45.76539070594345,4.845168943672367,2992.912567813922,333.38525224529207,897.8737703441766,8.004336362086214,5.812293778100734,lyon,2024,0.13485157831071515,0.6833571230337151,2
17,45.76473883215247,4.836405526178219,2283.933450646356,492.8944638579174,685.1800351939067,7.734092178460572,6.2023218584493724,lyon,2024,0.931924744201819,0.82865637284454,2
18,45.764682528286905,4.837828049265777,2917.709396429154,314.8950291288414,875.3128189287462,7.978896810032788,5.755409972099686,lyon,2024,0.09680874025295955,0.5839592680326248,2
19,45.76572761572123,4.837463340859646,3318.2337523003084,109.79863933993744,995.4701256900925,8.107489237772786,4.707714493912305,lyon,2024,-1.3239634956098318,-0.526674229294075,0
20,45.76511853406754,4.8361389548498535,525.3081027426822,125.96239002050544,157.59243082280466,6.265886787914187,4.8438909010291935,lyon,2024,1.061333843551005,-2.582946823309307,1
21,45.76503257037468,4.834798787748944,3830.479447844204,493.57182624272167,1149.1438343532611,8.251006286398736,6.203692390753035,lyon,2024,0.31023470002589393,1.4536578499733142,2
22,45.76441515414128,4.833491922767723,2779.922051769392,95.97190450213694,833.9766155308176,7.930537824991596,4.574421292240502,lyon,2024,-1.2716073380105961,-0.9010888303362066,0
23,45.76475499614183,4.834650194840563,1484.2941239786276,307.7180117749338,445.28823719358826,7.3033680949101285,5.732428276987498,lyon,2024,0.8836637703505748,-0.25842334233675784,1
24,45.76411379341168,4.833567054098085,2380.7283148248084,420.0223655400037,714.2184944474425,7.775581685821942,6.042685957069418,lyon,2024,0.6890392408619052,0.6858351089134642,2
25,45.76432476127011,4.835115695361841,889.3483625042113,80.14477957018215,266.80450875126337,6.791612804685989,4.3962349612712375,lyon,2024,-0.11344361405342204,-2.4897802306865247,0
26,45.77305960878404,4.84231261430664,1490.8741863116,373.7200565081761,447.26225589347996,7.3077884516796905,5.926179231210409,lyon,2024,1.112400461886652,-0.019025650798698883,1
27,45.77479710499936,4.844478802324391,2083.018608638966,119.9582683470444,624.9055825916897,7.642053332122723,4.795445596414765,lyon,2024,-0.6567087690191978,-0.981956087358084,0
28,45.77168539500077,4.842871971372169,1125.401655981138,302.9792157048968,337.62049679434136,7.026783455556407,5.716959329677142,lyon,2024,1.198508903271087,-0.6106440130190589,1
29,45.77493919496451,4.843046719648432,3069.06822618303,355.1952094775294,920.7204678549091,8.029455063846692,5.87547892179693,lyon,2024,0.1808938667043097,0.7899806028284836,2
30,45.77236126430933,4.852041494959216,577.4071333849467,115.48576202566926,173.22214001548403,6.360278003730031,4.757769051165033,lyon,2024,0.8434653282238191,-2.573162955704566,1
31,45.77381310355409,4.842526267528394,3033.9734681558034,112.57670446915338,910.192040446741,8.017957961496839,4.73247841896542,lyon,2024,-1.1860810247507063,-0.6047229572757524,0
32,45.771551410108415,4.84500895256336,3879.094889198405,377.911116121154,1163.7284667595213,8.263614888297246,5.937301655470043,lyon,2024,-0.02679204976380116,1.147040479306739,2
33,45.76944843684658,4.841476277739408,1903.8210743057004,458.9259441066045,571.1463222917101,7.552143358900667,6.131065485450088,lyon,2024,1.0652528898213283,0.5231610327566958,2
34,45.77035921857126,4.843925575910759,3617.2477656823703,235.27638733936723,1085.174329704711,8.193745145004186,5.465002252578482,lyon,2024,-0.5131130323311559,0.4922079099563641,3
35,45.77055814798918,4.84520335475352,505.7832592774498,462.5356419155192,151.73497778323494,6.228083415694325,6.138883279386072,lyon,2024,2.671378853154258,-1.064075846102317,1
36,45.77001249677486,4.842901473527233,2109.3797176523626,447.0528827947281,632.8139152957087,7.654623171251763,6.1049112674011,lyon,2024,0.9100762143813266,0.6151447872624214,2
37,45.76917998064892,4.845590309445971,3729.330938435565,161.9726633846751,1118.7992815306693,8.22425223214334,5.093582477445514,lyon,2024,-0.9986073066729902,0.08029051481365292,3
38,45.77087610749484,4.843756257232683,4350.088660828886,435.4475648017287,1305.0265982486656,8.37818135962842,6.078668241607375,lyon,2024,0.005834994171711813,1.4559785123233553,2
39,45.770351115132016,4.842144190162257,2196.0069940573467,84.23339654336928,658.8020982172039,7.694851255837598,4.445393335240441,lyon,2024,-1.1432697960193245,-1.3411792784837362,0
40,45.77094493610448,4.842930180220909,1226.5897473185455,345.80333681321633,367.97692419556364,7.112807970901113,5.848757866582176,lyon,2024,1.2539956432845087,-0.3476836671248323,1
41,45.771839892750975,4.854582813496872,1398.6132809683502,363.7486958473271,419.58398429050504,7.243951249565653,5.89920861192653,lyon,2024,1.1567988843573576,-0.12858955475168143,1
42,45.7697571864147,4.84236481322051,660.6568459663725,299.04061830604104,198.19705378991176,6.494747061974829,5.703917859844683,lyon,2024,1.8243354248950021,-1.2679808849216918,1
43,45.769836017862126,4.850112422706098,3372.8231238003345,102.28481131048434,1011.8469371401003,8.123801838436073,4.637490330566467,lyon,2024,-1.428471432913524,-0.5918394970419519,0
44,45.76985606425693,4.841405135401287,535.3152145139152,452.0707738198881,160.59456435417454,6.28472207499523,6.1160483468778235,lyon,2024,2.5754919105612175,-1.0233618810316985,1
45,45.77012344885884,4.852025475272655,4413.712247008018,345.1676374346992,1324.1136741024052,8.392697934698374,5.846923158981244,lyon,2024,-0.2916377605140176,1.1935167793531771,2
46,45.77018256345601,4.843960493733273,4792.533472547465,177.36740778765466,1437.7600417642395,8.475023095396075,5.183845511682498,lyon,2024,-1.1919662065266479,0.49173984945462146,3
47,45.76987894229179,4.842925299531403,1955.880677407944,312.82371272954936,586.7642032223831,7.579106993338905,5.748831403822361,lyon,2024,0.5709670810349327,0.09390601713591357,2
48,45.76933809822217,4.848065071899493,2896.199044486193,320.92630197774565,868.8597133458579,7.971499702515164,5.774322643502824,lyon,2024,0.1285769710993353,0.5978871825038384,2
49,45.77012330577104,4.842878621437452,2163.6331780452983,166.0546185531794,649.0899534135895,7.680006193307702,5.118320816149873,lyon,2024,-0.3124160604117724,-0.5461288094248298,3
50,45.76931479265882,4.8469734780297005,1514.48495762564,198.80453713095315,454.345487287692,7.323490770764428,5.297339574319751,lyon,2024,0.33377470322993447,-0.759780614738956,1
51,45.769876413550286,4.842342837473247,2594.203082572874,411.5184540692219,778.2609247718622,7.861420051718198,6.022280941911568,lyon,2024,0.5608759677431986,0.7646964871287347,2
52,45.77063689574042,4.842037731361051,3956.7659375666585,356.64847665066696,1187.0297812699976,8.28343498787185,5.879550595215438,lyon,2024,-0.12046113241012342,1.1011734390338275,2
53,45.76994274514707,4.849956808626367,4915.829529995478,323.0721140602004,1474.7488589986433,8.500419197296086,5.780966065286232,lyon,2024,-0.5012202597402442,1.2437360202660888,2
54,45.7693103804168,4.844682725537019,3157.4107986448744,238.64226486596775,947.2232395934623,8.05782426825715,5.479147248289272,lyon,2024,-0.3321179742946611,0.3453895034218706,3
55,45.76965715724922,4.842457781942486,1514.5149450748552,430.2332424124068,454.3544835224565,7.323510557930497,6.066649109416442,lyon,2024,1.263140444286656,0.1696328489312206,1
56,45.77107336231807,4.841318188354443,4906.128095674507,200.33487927748703,1471.838428702352,8.498444140431168,5.30496958776779,lyon,2024,-1.0738816904974215,0.6663111547142891,3
57,45.76963203742344,4.851409885785251,4471.93152540867,200.90992481803312,1341.5794576226008,8.405799294889263,5.307821681208359,lyon,2024,-0.9587158787199144,0.5580364728856654,3
58,45.767530536746754,4.841777071652973,2532.382732191483,168.19839258216953,759.7148196574448,7.837310736965469,5.131071947021615,lyon,2024,-0.48670489518405086,-0.34103113137184354,3
59,45.766003683349936,4.842300143729402,2815.813828431098,477.2468215831474,844.7441485293294,7.943361677098566,6.170126962366542,lyon,2024,0.6406729457152384,1.0421199721642078,2
60,45.766931591771424,4.842039742271509,2490.2405278939887,78.68808770349476,747.0721583681966,7.820536069369847,4.378120110428228,lyon,2024,-1.3761045032225223,-1.2708878202734684,0
61,45.76710475392673,4.84383261776848,2073.040681606756,281.2498576653445,621.9122044820268,7.637254003643752,5.642792698743885,lyon,2024,0.3727441758439383,0.03592185494502941,2
62,45.763718062736096,4.842749243882548,2650.6623772597013,218.2591724202426,795.1987131779103,7.882942034475707,5.390254465817318,lyon,2024,-0.2286176539096216,0.02710950337458,3
63,45.76735304579574,4.842543872363042,4145.6334882513465,405.2558986519476,1243.690046475404,8.330052076367492,6.006983253297177,lyon,2024,-0.0227273927357452,1.3113380992091785,2
64,45.764298738817295,4.842078184204152,3533.034034135252,68.67712904313304,1059.9102102405757,8.170195283318627,4.243872129673794,lyon,2024,-1.9599405724080314,-1.0114170988690077,0
65,45.76578794803113,4.843669488362253,1014.8388186228954,478.2277968134272,304.4516455868686,6.92346997246558,6.172176051824732,lyon,2024,1.8730339237415332,-0.18529006648107726,1
66,45.76508727079931,4.844272499849726,540.8328470258558,379.6369151679119,162.24985410775673,6.294957553553188,5.9418459421920256,lyon,2024,2.352698040565029,-1.2214698619435231,1
67,45.7677098230863,4.843683012537735,4367.848544971053,60.45205223629007,1310.354563491316,8.382254762516515,4.118257232302064,lyon,2024,-2.3674158981871654,-0.9074481621132816,0
68,45.76380890586746,4.842051816634206,3418.3769033890044,335.646904951186,1025.5130710167014,8.137213621466154,5.819034621279597,lyon,2024,-0.017241364885102743,0.8517370593728346,2
69,45.767262459243945,4.841612651769374,3203.62493966036,98.86478051409378,961.0874818981079,8.072350339000078,4.603817076088593,lyon,2024,-1.4071062444123346,-0.6945648433515117,0
70,45.76770039972407,4.843318806008036,4075.445536278665,257.6062145936812,1222.6336608835993,8.312980695601269,5.55530649773377,lyon,2024,-0.5478039572736758,0.7450888420877502,3
71,45.76706405844945,4.841701783837368,2819.4651551280995,252.34069146201344,845.8395465384298,7.944657098956616,5.534735189435252,lyon,2024,-0.1284950609564687,0.2760762591075283,3
72,45.766290773449015,4.844016744979709,1360.715353293635,361.05497082837263,408.21460598809045,7.216500473159597,5.891796053414305,lyon,2024,1.1809467402330522,-0.170647379226183,1
73,45.76508693617213,4.841954551024371,3603.056683783292,120.83628784856256,1080.9170051349877,8.189815346624325,4.802678240694683,lyon,2024,-1.3085163297671394,-0.3126732605834235,3
74,45.76669299839965,4.841692201682136,3971.559950121085,414.2029174657173,1191.4679850363254,8.28716598957984,6.028767358478527,lyon,2024,0.055305861861548296,1.2859388493361177,2
75,45.766048773711965,4.841801117828084,3306.8451501675454,255.3849247128109,992.0535450502636,8.104052244336785,5.546679927346088,lyon,2024,-0.30627913790517686,0.4827208004358789,3
76,45.76412107390849,4.843567342461774,3532.057430597483,366.5789100468953,1059.6172291792448,8.169918902703246,5.906938016819632,lyon,2024,0.0495139758592826,0.9973708756589349,2
77,45.76397632837721,4.84208012857132,4518.757657688682,454.2143291301752,1355.6272973066045,8.41621365583331,6.120768361073651,lyon,2024,0.010832348357921844,1.5527020169207244,2
78,45.76546304118423,4.844210967619877,1108.8448577402448,352.989788609634,332.65345732207345,7.011975516736369,5.869268066982231,lyon,2024,1.400367332018216,-0.44449931599532444,1
79,45.76735280104096,4.843385210232095,3982.607468275065,170.9748906522309,1194.7822404825195,8.28994308681099,5.147348481576614,lyon,2024,-1.0128700022723442,0.22446077796654007,3
80,45.76729284290591,4.842011859248931,773.3378987337557,80.98025746757138,232.0013696201267,6.652008339995924,4.406478455685694,lyon,2024,0.06728013929256273,-2.645754005600312,0
81,45.76384525493503,4.842725575613939,4719.30054595853,114.62035992573864,1415.790163787559,8.45962775154365,4.750312064655354,lyon,2024,-1.697145282232162,-0.0505696592447653,3
82,45.76878172616522,4.848862810898692,2560.643741424577,145.6992229454744,768.193122427373,7.848404417918247,4.988384388239709,lyon,2024,-0.6724611271785339,-0.5000316649408078,3
83,45.76871760255957,4.848594384680206,4757.367794265326,330.20464354203534,1427.2103382795976,8.467659988057266,5.802736442769207,lyon,2024,-0.43541557212638377,1.230532168984412,2
84,45.76692416311809,4.844582312939328,3443.272220205737,173.9538039522179,1032.9816660617212,8.144467904295562,5.164521961659445,lyon,2024,-0.8166947648713478,0.06977951171038835,3
85,45.76850314764457,4.845298897292433,2579.4119989278115,52.21282034643333,773.8235996783434,7.855704354673555,3.974299351271143,lyon,2024,-1.906362778631935,-1.7163273561018655,0
86,45.76864139208186,4.846735538149478,3969.699628481436,394.877611284128,1190.9098885444307,8.286697586991393,5.981105101071032,lyon,2024,-0.0017092447912060522,1.2277940510641818,2
87,45.768129791713726,4.849867924884351,1311.521260889991,238.4188060380532,393.4563782669973,7.179705193107907,5.478214344917686,lyon,2024,0.7256771595228001,-0.7146596793941089,1
88,45.76854819555117,4.8456990602881085,3537.956013325283,489.24728025323816,1061.3868039975848,8.171587051142842,6.194909917387917,lyon,2024,0.3953962531571437,1.3472763871536992,2
89,45.7688456216104,4.847849384875189,4421.917184317408,348.14260819957417,1326.5751552952224,8.39455475382177,5.8554804582232425,lyon,2024,-0.28353896937551587,1.2060938399414494,2
90,45.76505400850567,4.8485911605686045,1704.206761459604,397.5009275840126,511.26202843788116,7.441441650083525,5.987709825916426,lyon,2024,1.0255623706438475,0.2164805443428164,1
91,45.768268989080944,4.845753300629659,2188.9991243044924,221.59976571196867,656.6997372913477,7.691656422949504,5.405375386334011,lyon,2024,0.020320632702289884,-0.18529413582883,3
92,45.768637532744215,4.847892455961584,2455.7054835422805,196.94075278248403,736.7116450626842,7.806576497018238,5.2879677575455,lyon,2024,-0.260099405381242,-0.1885503670650967,3
93,45.76399790494335,4.85032430919361,1700.8247352371425,312.74600314425743,510.2474205711427,7.439456328059589,5.748583751382406,lyon,2024,0.7390723737211008,-0.07479764484686373,1
94,45.76886604774785,4.848236757838674,4328.254720048506,344.40946658352897,1298.4764160145517,8.373150686100997,5.844730572932622,lyon,2024,-0.270714595263404,1.1672959632015651,2
95,45.76408718880423,4.848420613752612,3579.6486197928093,313.420259471008,1073.8945859378427,8.18329924169694,5.7507304969999975,lyon,2024,-0.15533296493582746,0.8247945866403031,2
96,45.76866967187762,4.849870922132571,1777.265768349921,87.8513366776884,533.1797305049763,7.483393880915753,4.486964598693332,lyon,2024,-0.838052213629147,-1.545953805776797,0
97,45.76647606376872,4.853562823785836,4813.572896075635,400.6082133964385,1444.0718688226905,8.479402617509871,5.995477019852745,lyon,2024,-0.2167294148142228,1.4775391562982485,2
98,45.76774904567208,4.85309844870673,3234.88772032534,405.6506682812119,970.466316097602,8.082058580519979,6.007954507993241,lyon,2024,0.2775008584009744,1.0134565602203944,2
99,45.76960823903276,4.856038485913275,2563.729037240538,196.0872354275661,769.1187111721614,7.849608113522016,5.283646450151669,lyon,2024,-0.3172116486827405,-0.14187911786862525,3
100,45.76742903207281,4.854383690805455,4360.426976732324,298.5919314135375,1308.1280930196972,8.380554571037326,5.702421320083943,lyon,2024,-0.45156428422555067,1.0043029363677851,2
101,45.76797036989955,4.854741912338498,3235.3361751592843,472.0786645771912,970.6008525477853,8.08219715880216,6.15926168455233,lyon,2024,0.46012534170280706,1.196415266107329,2
102,45.765274855009366,4.856149678898945,2976.687191217131,498.5679568785445,893.0061573651393,7.998902167840086,6.213743638641568,lyon,2024,0.6263893268635621,1.161788702132614,2
103,45.76602169790301,4.854376094415055,2274.4888409236646,153.35786241640255,682.3466522770993,7.729950183433977,5.039273688532607,lyon,2024,-0.46813889888307375,-0.5813969184268363,3
104,45.7679396406344,4.852908859469279,1002.5485034517816,381.25678753853344,300.76455103553445,6.911297501350124,5.946092601456057,lyon,2024,1.6145851606163781,-0.47309635013027723,1
105,45.76469492837854,4.856443759390866,4416.431493384758,300.98291017638064,1324.9294480154274,8.393313696067887,5.71037042695373,lyon,2024,-0.4573473102207087,1.0292923206252986,2
106,45.76561512342158,4.866883110924898,569.8701345869977,163.7285999708131,170.9610403760993,6.347161748739697,5.104299270990055,lyon,2024,1.2779193872598922,-2.170342631628729,1
107,45.7638935272393,4.864426735883606,1405.5397000649043,144.49150038360733,421.6619100194713,7.248887853670847,4.980117668297721,lyon,2024,0.04050789977805245,-1.2329744559266473,0
108,45.76555653480602,4.863115316005154,4572.473694385196,499.55273059039314,1371.7421083155587,8.4280283033329,6.215712949030701,lyon,2024,0.11128600875796453,1.6816502001800713,2
109,45.76418165421524,4.85796609073994,2974.666142459057,146.4308409924653,892.3998427377171,7.998223206346475,4.993359191196441,lyon,2024,-0.8471173515034779,-0.31335549303725097,3
110,45.7653526393233,4.867736046804197,1708.254673840396,335.7777484242228,512.4764021521188,7.4438126912294775,5.819423212561569,lyon,2024,0.819398976726061,0.016035618634604572,1
111,45.757691314964255,4.8423437208452444,4561.667452542718,118.89003582170449,1368.5002357628152,8.425662699144418,4.786574954507611,lyon,2024,-1.6123783159534222,-0.04771947990707358,3
112,45.75464339260816,4.84716139908015,3629.7980918666303,153.63164716608227,1088.939427559989,8.19720776311158,5.041045818736639,lyon,2024,-1.0294630645449818,-0.015790992795690816,3
113,45.76339898332149,4.844372255444875,2027.8805759431264,51.06270186399039,608.3641727829379,7.61523947951454,3.952448797259096,lyon,2024,-1.642783911295022,-2.0327007795393386,0
114,45.754812169535086,4.847441467247964,1352.8063351623032,359.71979832176135,405.84190054869094,7.210675411604335,5.888101475013541,lyon,2024,1.1835078145727667,-0.18213516666156995,1
115,45.75753621879976,4.843137743888591,2503.753433146004,302.50042831479567,751.1260299438012,7.825945578792592,5.715383021749943,lyon,2024,0.23289647584320997,0.3511597934810352,2
116,45.75533354918512,4.843924941792138,3531.522767926264,406.1468864786212,1059.4568303778792,8.16976755981074,6.009174020772569,lyon,2024,0.173206035912771,1.1206979274876512,2
117,45.751681699367225,4.869343751848778,1216.185294925122,217.8287752915869,364.85558847753657,7.1042963368827365,5.38828957603034,lyon,2024,0.7079759940399749,-0.9142316436101936,1
118,45.75002959932793,4.866891224292992,3192.7631991179423,315.4939860772696,957.8289597353827,8.0689551867397,5.757304240068062,lyon,2024,-0.00950405608148312,0.6948489293962463,2
119,45.76198370466079,4.842444562239211,4294.385680372705,110.45870552000248,1288.3157041118113,8.365296627912459,4.713654168221468,lyon,2024,-1.6276773292775635,-0.20860915911484193,3
120,45.76341288389092,4.84465776539305,2598.617356362537,308.1341401960537,779.585206908761,7.8631195425491205,5.733775293365811,lyon,2024,0.21028784877625706,0.4182071938214376,2
121,45.76356357846432,4.866720665935848,2803.8046358412985,472.9792511249696,841.1413907523895,7.939089166989798,6.1611635467390125,lyon,2024,0.6349966096274612,1.0261392121005877,2
122,45.75477982265315,4.849019998823239,4136.901403718715,447.08488119333504,1241.0704211156146,8.327944030984094,6.104982681417798,lyon,2024,0.09820611689751564,1.4271874328339886,2
123,45.75730277753139,4.86623414158656,677.9160388723282,338.24076870354656,203.37481166169843,6.520497465822071,5.826710087448799,lyon,2024,1.941626236593651,-1.0885853450805332,1
124,45.75893157901086,4.84178360497718,4427.462666398672,488.3937076283637,1328.2387999196014,8.395807774910088,6.193167293607492,lyon,2024,0.12290366591640184,1.6155585068297746,2
125,45.75704915059886,4.850882230354368,1153.487466362286,238.7903899378939,346.04623990868583,7.051411772401524,5.479765166468833,lyon,2024,0.8822594775773778,-0.8674949558249915,1
126,45.75992695658156,4.84854435869069,4567.943007961603,90.04794486614449,1370.382902388481,8.427037167850457,4.511386234432271,lyon,2024,-1.9464865393682556,-0.3785127648131568,0
127,45.75607727693346,4.841627687137287,2876.0020138075724,420.53906378266254,862.8006041422717,7.964504063519176,6.0439124511610025,lyon,2024,0.4626998036226618,0.9151379589380093,2
128,45.75949091517379,4.851812293907426,1393.849247506434,245.64789273306215,418.1547742519302,7.240541622112251,5.507961784091911,lyon,2024,0.6882519920544399,-0.6053597738543173,1
129,45.75498493440735,4.844545957168462,2828.7692114720503,343.21689339165533,848.630763441615,7.947950436595253,5.8412719627347425,lyon,2024,0.23785530678325395,0.6503694863046121,2
130,45.760751795754615,4.843306266585974,859.9959187271896,492.8954536131483,257.99877561815686,6.758089764262245,6.202323862428586,lyon,2024,2.1088866598645,-0.34830070087259557,1
131,45.7621971672047,4.84712094816591,775.8789644604271,93.79268877225604,232.76368933812813,6.655284565338587,4.551692283631344,lyon,2024,0.2387596703075522,-2.46637288649969,0
132,45.75582664908239,4.842294531535946,1904.9926726063957,181.81872895624264,571.4978017819187,7.552758239823964,5.2084951097687435,lyon,2024,-0.050029978765982835,-0.5906388683086943,3
133,45.75940124503959,4.842704941017761,745.2290463149824,60.38452394107466,223.56871389449472,6.61503258567271,4.117157750305421,lyon,2024,-0.23765422965465233,-3.0398663611814474,0
134,45.763084757467865,4.849330958002499,3020.823214880103,281.28263235578106,906.2469644640308,8.013615641743668,5.642908811424919,lyon,2024,-0.08096934930423344,0.48991592755435814,2
135,45.744120764756126,4.88074822678986,3079.8475972742604,165.3059940830649,923.954279182278,8.032960032028933,5.113829429344058,lyon,2024,-0.7434684046491873,-0.12592839931036764,3
136,45.76341766318705,4.846258145517444,3508.149437589322,157.2841081407811,1052.4448312767965,8.163128961621222,5.064391571075404,lyon,2024,-0.9601638998546973,-0.028682954680998896,3
137,45.75763600164597,4.847546220485761,3527.7667008165213,143.69275758365296,1058.3300102449564,8.16870371234191,4.97461258113157,lyon,2024,-1.0753469331907421,-0.1304208249809792,3
138,45.76051285540049,4.864779277762964,3799.396155283976,433.2911388368309,1139.8188465851927,8.2428605916712,6.073715136009648,lyon,2024,0.16303429480101636,1.2868116885270373,2
139,45.75568329783622,4.842651969146407,992.8036417617672,367.6934971913369,297.8410925285301,6.9015396436430585,5.909965667957731,lyon,2024,1.5827078167853335,-0.5285076588554497,1
140,45.757591472058685,4.841460275413077,1991.6188008227257,471.922795001648,597.4856402468176,7.597205032888298,6.1589321510714345,lyon,2024,1.0445783399231485,0.6111660604391241,2
141,45.75509979514249,4.853545429400151,3622.8298342383455,483.7615707693795,1086.8489502715036,8.195286710828194,6.183657163398237,lyon,2024,0.353222619323585,1.3622615043269326,2
142,45.76184014881968,4.843940694059256,3958.506968529976,135.54543966894332,1187.5520905589926,8.283874793600926,4.916657450576554,lyon,2024,-1.2842461209935365,-0.06155082772936616,3
143,45.7579714128877,4.848346256801889,3220.723460999542,203.9339497593014,966.2170382998626,8.07767173168584,5.3226877309259395,lyon,2024,-0.5450680423022642,0.18030747382910164,3
144,45.746080822983394,4.893048471515905,1121.6495157966965,489.1007115638355,336.49485473900893,7.023446809674234,6.19461090378924,lyon,2024,1.7795752001796927,-0.03762502622837065,1
145,45.76265079855236,4.8477696078599735,1245.340230408197,64.08322222874929,373.60206912245906,7.127966720186334,4.175666792937542,lyon,2024,-0.7855167808441482,-2.3506362761560378,0
146,45.75699652976098,4.8438587644033575,1585.895791791591,203.65472472475872,475.76873753747725,7.369535054723067,5.321324289526343,lyon,2024,0.3072255083450871,-0.6752803769728997,1
147,45.76036276232077,4.851112531551808,500.511066632138,168.5649793461352,150.1533199896414,6.217625674221603,5.133236212331477,lyon,2024,1.469084918981391,-2.291591722229978,1
148,45.75584567073937,4.846230104075957,501.71612794876216,395.6389679823725,150.51483838462863,6.2200256528351,5.983026466383467,lyon,2024,2.492807762348473,-1.2620806193768344,1
149,45.75942160133019,4.842951504086304,2320.0223851033056,437.19487561826446,696.0067155309916,7.7497630508222,6.08266373293111,lyon,2024,0.7684703473813694,0.7029969276508088,2
150,45.754335226409125,4.847240604970653,3481.367742013308,97.59682721188985,1044.4103226039924,8.155467727047157,4.591039082712456,lyon,2024,-1.522774221724798,-0.6097706135777614,0
151,45.76007511003152,4.849332129485069,2448.118384480893,132.47067776590455,734.4355153442679,7.803483395710696,4.893881811512461,lyon,2024,-0.7324578857821438,-0.6683687776854046,0
152,45.75620116585426,4.841311517226991,4972.064141723255,350.2975737115257,1491.6192425169763,8.511791456625378,5.861633652648232,lyon,2024,-0.41748092284768046,1.3549029298756305,2
153,45.76014062600196,4.841964392802917,745.8020610532731,214.7050389208767,223.74061831598192,6.615800171510134,5.373911913905176,lyon,2024,1.2796832046057698,-1.520677666255696,1
154,45.75938727195263,4.85022630940102,4530.012801575405,381.7762424047555,1359.0038404726215,8.41870076999429,5.94745059496933,lyon,2024,-0.20154906679624437,1.346319014441692,2
155,45.76287542519565,4.850549064685073,987.1163504678572,415.3579838979618,296.13490514035715,6.89580045444571,6.031545428426787,lyon,2024,1.7365071094582054,-0.38855012132452704,1
156,45.76215036045921,4.842420815818628,3708.7553313354606,268.87200610785703,1112.626599400638,8.218721204999689,5.59794779514808,lyon,2024,-0.38262239584632446,0.682935714964586,2
157,45.759990872185725,4.853948343911887,4439.903961602029,463.6538496135928,1331.9711884806086,8.398613229659041,6.14129271894394,lyon,2024,0.05685179285016243,1.5562728190837147,2
158,45.756600698459614,4.859347146371844,3388.3984336808,331.317056486914,1016.51953010424,8.128407731436312,5.80608950262262,lyon,2024,-0.022261133431501642,0.8254792780325204,2
159,45.755895984428825,4.84211413401682,4158.155524150125,394.9681930217189,1247.4466572450374,8.333067333645849,5.981333887376379,lyon,2024,-0.05735004317982838,1.283987635044695,2
