building_id,latitude,longitude,Energy_Consumption,CO2_Usage,Water_Usage,log1p_Energy_Consumption,log1p_CO2_Usage,city,year
46,45.77018256345601,4.843960493733273,4792.533472547465,177.36740778765466,1437.7600417642395,8.475023095396075,5.183845511682498,lyon,2024
47,45.76987894229179,4.842925299531403,1955.880677407944,312.82371272954936,586.7642032223831,7.579106993338905,5.748831403822361,lyon,2024
48,45.76933809822217,4.848065071899493,2896.199044486193,320.92630197774565,868.8597133458579,7.971499702515164,5.774322643502824,lyon,2024
49,45.77012330577104,4.842878621437452,2163.6331780452983,166.0546185531794,649.0899534135895,7.680006193307702,5.118320816149873,lyon,2024
50,45.76931479265882,4.8469734780297005,1514.48495762564,198.80453713095315,454.345487287692,7.323490770764428,5.297339574319751,lyon,2024
51,45.769876413550286,4.842342837473247,2594.203082572874,411.5184540692219,778.2609247718622,7.861420051718198,6.022280941911568,lyon,2024
52,45.77063689574042,4.842037731361051,3956.7659375666585,356.64847665066696,1187.0297812699976,8.28343498787185,5.879550595215438,lyon,2024
53,45.76994274514707,4.849956808626367,4915.829529995478,323.0721140602004,1474.7488589986433,8.500419197296086,5.780966065286232,lyon,2024
54,45.7693103804168,4.844682725537019,3157.4107986448744,238.64226486596775,947.2232395934623,8.05782426825715,5.479147248289272,lyon,2024
55,45.76965715724922,4.842457781942486,1514.5149450748552,430.2332424124068,454.3544835224565,7.323510557930497,6.066649109416442,lyon,2024
56,45.77107336231807,4.841318188354443,4906.128095674507,200.33487927748703,1471.838428702352,8.498444140431168,5.30496958776779,lyon,2024
57,45.76963203742344,4.851409885785251,4471.93152540867,200.90992481803312,1341.5794576226008,8.405799294889263,5.307821681208359,lyon,2024
58,45.767530536746754,4.841777071652973,2532.382732191483,168.19839258216953,759.7148196574448,7.837310736965469,5.131071947021615,lyon,2024
59,45.766003683349936,4.842300143729402,2815.813828431098,477.2468215831474,844.7441485293294,7.943361677098566,6.170126962366542,lyon,2024
60,45.766931591771424,4.842039742271509,2490.2405278939887,78.68808770349476,747.0721583681966,7.820536069369847,4.378120110428228,lyon,2024
61,45.76710475392673,4.84383261776848,2073.040681606756,281.2498576653445,621.9122044820268,7.637254003643752,5.642792698743885,lyon,2024
62,45.763718062736096,4.842749243882548,2650.6623772597013,218.2591724202426,795.1987131779103,7.882942034475707,5.390254465817318,lyon,2024
63,45.76735304579574,4.842543872363042,4145.6334882513465,405.2558986519476,1243.690046475404,8.330052076367492,6.006983253297177,lyon,2024
64,45.764298738817295,4.842078184204152,3533.034034135252,68.67712904313304,1059.9102102405757,8.170195283318627,4.243872129673794,lyon,2024
65,45.76578794803113,4.843669488362253,1014.8388186228954,478.2277968134272,304.4516455868686,6.92346997246558,6.172176051824732,lyon,2024
66,45.76508727079931,4.844272499849726,540.8328470258558,379.6369151679119,162.24985410775673,6.294957553553188,5.9418459421920256,lyon,2024
67,45.7677098230863,4.843683012537735,4367.848544971053,60.45205223629007,1310.354563491316,8.382254762516515,4.118257232302064,lyon,2024
68,45.76380890586746,4.842051816634206,3418.3769033890044,335.646904951186,1025.5130710167014,8.137213621466154,5.819034621279597,lyon,2024
69,45.767262459243945,4.841612651769374,3203.62493966036,98.86478051409378,961.0874818981079,8.072350339000078,4.603817076088593,lyon,2024
70,45.76770039972407,4.843318806008036,4075.445536278665,257.6062145936812,1222.6336608835993,8.312980695601269,5.55530649773377,lyon,2024
71,45.76706405844945,4.841701783837368,2819.4651551280995,252.34069146201344,845.8395465384298,7.944657098956616,5.534735189435252,lyon,2024
72,45.766290773449015,4.844016744979709,1360.715353293635,361.05497082837263,408.21460598809045,7.216500473159597,5.891796053414305,lyon,2024
73,45.76508693617213,4.841954551024371,3603.056683783292,120.83628784856256,1080.9170051349877,8.189815346624325,4.802678240694683,lyon,2024
74,45.76669299839965,4.841692201682136,3971.559950121085,414.2029174657173,1191.4679850363254,8.28716598957984,6.028767358478527,lyon,2024
75,45.766048773711965,4.841801117828084,3306.8451501675454,255.3849247128109,992.0535450502636,8.104052244336785,5.546679927346088,lyon,2024
76,45.76412107390849,4.843567342461774,3532.057430597483,366.5789100468953,1059.6172291792448,8.169918902703246,5.906938016819632,lyon,2024
77,45.76397632837721,4.84208012857132,4518.757657688682,454.2143291301752,1355.6272973066045,8.41621365583331,6.120768361073651,lyon,2024
78,45.76546304118423,4.844210967619877,1108.8448577402448,352.989788609634,332.65345732207345,7.011975516736369,5.869268066982231,lyon,2024
79,45.76735280104096,4.843385210232095,3982.607468275065,170.9748906522309,1194.7822404825195,8.28994308681099,5.147348481576614,lyon,2024
80,45.76729284290591,4.842011859248931,773.3378987337557,80.98025746757138,232.0013696201267,6.652008339995924,4.406478455685694,lyon,2024
81,45.76384525493503,4.842725575613939,4719.30054595853,114.62035992573864,1415.790163787559,8.45962775154365,4.750312064655354,lyon,2024
82,45.76878172616522,4.848862810898692,2560.643741424577,145.6992229454744,768.193122427373,7.848404417918247,4.988384388239709,lyon,2024
83,45.76871760255957,4.848594384680206,4757.367794265326,330.20464354203534,1427.2103382795976,8.467659988057266,5.802736442769207,lyon,2024
84,45.76692416311809,4.844582312939328,3443.272220205737,173.9538039522179,1032.9816660617212,8.144467904295562,5.164521961659445,lyon,2024
85,45.76850314764457,4.845298897292433,2579.4119989278115,52.21282034643333,773.8235996783434,7.855704354673555,3.974299351271143,lyon,2024
86,45.76864139208186,4.846735538149478,3969.699628481436,394.877611284128,1190.9098885444307,8.286697586991393,5.981105101071032,lyon,2024
87,45.768129791713726,4.849867924884351,1311.521260889991,238.4188060380532,393.4563782669973,7.179705193107907,5.478214344917686,lyon,2024
88,45.76854819555117,4.8456990602881085,3537.956013325283,489.24728025323816,1061.3868039975848,8.171587051142842,6.194909917387917,lyon,2024
89,45.7688456216104,4.847849384875189,4421.917184317408,348.14260819957417,1326.5751552952224,8.39455475382177,5.8554804582232425,lyon,2024
90,45.76505400850567,4.8485911605686045,1704.206761459604,397.5009275840126,511.26202843788116,7.441441650083525,5.987709825916426,lyon,2024
91,45.768268989080944,4.845753300629659,2188.9991243044924,221.59976571196867,656.6997372913477,7.691656422949504,5.405375386334011,lyon,2024
92,45.768637532744215,4.847892455961584,2455.7054835422805,196.94075278248403,736.7116450626842,7.806576497018238,5.2879677575455,lyon,2024
93,45.76399790494335,4.85032430919361,1700.8247352371425,312.74600314425743,510.2474205711427,7.439456328059589,5.748583751382406,lyon,2024
94,45.76886604774785,4.848236757838674,4328.254720048506,344.40946658352897,1298.4764160145517,8.373150686100997,5.844730572932622,lyon,2024
95,45.76408718880423,4.848420613752612,3579.6486197928093,313.420259471008,1073.8945859378427,8.18329924169694,5.7507304969999975,lyon,2024
96,45.76866967187762,4.849870922132571,1777.265768349921,87.8513366776884,533.1797305049763,7.483393880915753,4.486964598693332,lyon,2024
97,45.76647606376872,4.853562823785836,4813.572896075635,400.6082133964385,1444.0718688226905,8.479402617509871,5.995477019852745,lyon,2024
98,45.76774904567208,4.85309844870673,3234.88772032534,405.6506682812119,970.466316097602,8.082058580519979,6.007954507993241,lyon,2024
99,45.76960823903276,4.856038485913275,2563.729037240538,196.0872354275661,769.1187111721614,7.849608113522016,5.283646450151669,lyon,2024
100,45.76742903207281,4.854383690805455,4360.426976732324,298.5919314135375,1308.1280930196972,8.380554571037326,5.702421320083943,lyon,2024
101,45.76797036989955,4.854741912338498,3235.3361751592843,472.0786645771912,970.6008525477853,8.08219715880216,6.15926168455233,lyon,2024
102,45.765274855009366,4.856149678898945,2976.687191217131,498.5679568785445,893.0061573651393,7.998902167840086,6.213743638641568,lyon,2024
103,45.76602169790301,4.854376094415055,2274.4888409236646,153.35786241640255,682.3466522770993,7.729950183433977,5.039273688532607,lyon,2024
104,45.7679396406344,4.852908859469279,1002.5485034517816,381.25678753853344,300.76455103553445,6.911297501350124,5.946092601456057,lyon,2024
105,45.76469492837854,4.856443759390866,4416.431493384758,300.98291017638064,1324.9294480154274,8.393313696067887,5.71037042695373,lyon,2024
106,45.76561512342158,4.866883110924898,569.8701345869977,163.7285999708131,170.9610403760993,6.347161748739697,5.104299270990055,lyon,2024
107,45.7638935272393,4.864426735883606,1405.5397000649043,144.49150038360733,421.6619100194713,7.248887853670847,4.980117668297721,lyon,2024
108,45.76555653480602,4.863115316005154,4572.473694385196,499.55273059039314,1371.7421083155587,8.4280283033329,6.215712949030701,lyon,2024
109,45.76418165421524,4.85796609073994,2974.666142459057,146.4308409924653,892.3998427377171,7.998223206346475,4.993359191196441,lyon,2024
110,45.7653526393233,4.867736046804197,1708.254673840396,335.7777484242228,512.4764021521188,7.4438126912294775,5.819423212561569,lyon,2024
111,45.757691314964255,4.8423437208452444,4561.667452542718,118.89003582170449,1368.5002357628152,8.425662699144418,4.786574954507611,lyon,2024
112,45.75464339260816,4.84716139908015,3629.7980918666303,153.63164716608227,1088.939427559989,8.19720776311158,5.041045818736639,lyon,2024
113,45.76339898332149,4.844372255444875,2027.8805759431264,51.06270186399039,608.3641727829379,7.61523947951454,3.952448797259096,lyon,2024
114,45.754812169535086,4.847441467247964,1352.8063351623032,359.71979832176135,405.84190054869094,7.210675411604335,5.888101475013541,lyon,2024
115,45.75753621879976,4.843137743888591,2503.753433146004,302.50042831479567,751.1260299438012,7.825945578792592,5.715383021749943,lyon,2024
116,45.75533354918512,4.843924941792138,3531.522767926264,406.1468864786212,1059.4568303778792,8.16976755981074,6.009174020772569,lyon,2024
117,45.751681699367225,4.869343751848778,1216.185294925122,217.8287752915869,364.85558847753657,7.1042963368827365,5.38828957603034,lyon,2024
118,45.75002959932793,4.866891224292992,3192.7631991179423,315.4939860772696,957.8289597353827,8.0689551867397,5.757304240068062,lyon,2024
119,45.76198370466079,4.842444562239211,4294.385680372705,110.45870552000248,1288.3157041118113,8.365296627912459,4.713654168221468,lyon,2024
120,45.76341288389092,4.84465776539305,2598.617356362537,308.1341401960537,779.585206908761,7.8631195425491205,5.733775293365811,lyon,2024
121,45.76356357846432,4.866720665935848,2803.8046358412985,472.9792511249696,841.1413907523895,7.939089166989798,6.1611635467390125,lyon,2024
122,45.75477982265315,4.849019998823239,4136.901403718715,447.08488119333504,1241.0704211156146,8.327944030984094,6.104982681417798,lyon,2024
123,45.75730277753139,4.86623414158656,677.9160388723282,338.24076870354656,203.37481166169843,6.520497465822071,5.826710087448799,lyon,2024
124,45.75893157901086,4.84178360497718,4427.462666398672,488.3937076283637,1328.2387999196014,8.395807774910088,6.193167293607492,lyon,2024
125,45.75704915059886,4.850882230354368,1153.487466362286,238.7903899378939,346.04623990868583,7.051411772401524,5.479765166468833,lyon,2024
126,45.75992695658156,4.84854435869069,4567.943007961603,90.04794486614449,1370.382902388481,8.427037167850457,4.511386234432271,lyon,2024
127,45.75607727693346,4.841627687137287,2876.0020138075724,420.53906378266254,862.8006041422717,7.964504063519176,6.0439124511610025,lyon,2024
128,45.75949091517379,4.851812293907426,1393.849247506434,245.64789273306215,418.1547742519302,7.240541622112251,5.507961784091911,lyon,2024
129,45.75498493440735,4.844545957168462,2828.7692114720503,343.21689339165533,848.630763441615,7.947950436595253,5.8412719627347425,lyon,2024
130,45.760751795754615,4.843306266585974,859.9959187271896,492.8954536131483,257.99877561815686,6.758089764262245,6.202323862428586,lyon,2024
131,45.7621971672047,4.84712094816591,775.8789644604271,93.79268877225604,232.76368933812813,6.655284565338587,4.551692283631344,lyon,2024
132,45.75582664908239,4.842294531535946,1904.9926726063957,181.81872895624264,571.4978017819187,7.552758239823964,5.2084951097687435,lyon,2024
133,45.75940124503959,4.842704941017761,745.2290463149824,60.38452394107466,223.56871389449472,6.61503258567271,4.117157750305421,lyon,2024
134,45.763084757467865,4.849330958002499,3020.823214880103,281.28263235578106,906.2469644640308,8.013615641743668,5.642908811424919,lyon,2024
135,45.744120764756126,4.88074822678986,3079.8475972742604,165.3059940830649,923.954279182278,8.032960032028933,5.113829429344058,lyon,2024
136,45.76341766318705,4.846258145517444,3508.149437589322,157.2841081407811,1052.4448312767965,8.163128961621222,5.064391571075404,lyon,2024
137,45.75763600164597,4.847546220485761,3527.7667008165213,143.69275758365296,1058.3300102449564,8.16870371234191,4.97461258113157,lyon,2024
138,45.76051285540049,4.864779277762964,3799.396155283976,433.2911388368309,1139.8188465851927,8.2428605916712,6.073715136009648,lyon,2024
139,45.75568329783622,4.842651969146407,992.8036417617672,367.6934971913369,297.8410925285301,6.9015396436430585,5.909965667957731,lyon,2024
140,45.757591472058685,4.841460275413077,1991.6188008227257,471.922795001648,597.4856402468176,7.597205032888298,6.1589321510714345,lyon,2024
141,45.75509979514249,4.853545429400151,3622.8298342383455,483.7615707693795,1086.8489502715036,8.195286710828194,6.183657163398237,lyon,2024
142,45.76184014881968,4.843940694059256,3958.506968529976,135.54543966894332,1187.5520905589926,8.283874793600926,4.916657450576554,lyon,2024
143,45.7579714128877,4.848346256801889,3220.723460999542,203.9339497593014,966.2170382998626,8.07767173168584,5.3226877309259395,lyon,2024
144,45.746080822983394,4.893048471515905,1121.6495157966965,489.1007115638355,336.49485473900893,7.023446809674234,6.19461090378924,lyon,2024
145,45.76265079855236,4.8477696078599735,1245.340230408197,64.08322222874929,373.60206912245906,7.127966720186334,4.175666792937542,lyon,2024
146,45.75699652976098,4.8438587644033575,1585.895791791591,203.65472472475872,475.76873753747725,7.369535054723067,5.321324289526343,lyon,2024
147,45.76036276232077,4.851112531551808,500.511066632138,168.5649793461352,150.1533199896414,6.217625674221603,5.133236212331477,lyon,2024
148,45.75584567073937,4.846230104075957,501.71612794876216,395.6389679823725,150.51483838462863,6.2200256528351,5.983026466383467,lyon,2024
149,45.75942160133019,4.842951504086304,2320.0223851033056,437.19487561826446,696.0067155309916,7.7497630508222,6.08266373293111,lyon,2024
150,45.754335226409125,4.847240604970653,3481.367742013308,97.59682721188985,1044.4103226039924,8.155467727047157,4.591039082712456,lyon,2024
151,45.76007511003152,4.849332129485069,2448.118384480893,132.47067776590455,734.4355153442679,7.803483395710696,4.893881811512461,lyon,2024
152,45.75620116585426,4.841311517226991,4972.064141723255,350.2975737115257,1491.6192425169763,8.511791456625378,5.861633652648232,lyon,2024
153,45.76014062600196,4.841964392802917,745.8020610532731,214.7050389208767,223.74061831598192,6.615800171510134,5.373911913905176,lyon,2024
154,45.75938727195263,4.85022630940102,4530.012801575405,381.7762424047555,1359.0038404726215,8.41870076999429,5.94745059496933,lyon,2024
155,45.76287542519565,4.850549064685073,987.1163504678572,415.3579838979618,296.13490514035715,6.89580045444571,6.031545428426787,lyon,2024
156,45.76215036045921,4.842420815818628,3708.7553313354606,268.87200610785703,1112.626599400638,8.218721204999689,5.59794779514808,lyon,2024
157,45.759990872185725,4.853948343911887,4439.903961602029,463.6538496135928,1331.9711884806086,8.398613229659041,6.14129271894394,lyon,2024
158,45.756600698459614,4.859347146371844,3388.3984336808,331.317056486914,1016.51953010424,8.128407731436312,5.80608950262262,lyon,2024
159,45.755895984428825,4.84211413401682,4158.155524150125,394.9681930217189,1247.4466572450374,8.333067333645849,5.981333887376379,lyon,2024
160,45.754584757195616,4.846207015372387,1794.3447127880202,345.4241752764148,538.303413836406,7.492952323035382,5.847663964312002,lyon,2024
161,45.75745854350996,4.843353253269688,2959.743132350977,417.2904580319045,887.9229397052931,7.993195574034945,6.03617606688485,lyon,2024
162,45.75300299156919,4.894630139641958,3236.913769531853,383.32915634367953,971.0741308595559,8.0826845031022,5.95149936339882,lyon,2024
163,45.7584114298372,4.862370269384703,2220.7509743508126,356.84296815786007,666.2252923052438,7.7060508911695464,5.880094253741042,lyon,2024
164,45.75836619073428,4.842266704798152,3798.78876161744,335.57608122892174,1139.636628485232,8.242700755121307,5.818824219305869,lyon,2024
165,45.75745840657613,4.866254773203807,504.4628598539989,112.4147591931692,151.33885795619966,6.225474563662405,4.7310515344399136,lyon,2024
166,45.75701897953273,4.866467453247511,4037.527780988239,300.6189990983591,1211.2583342964717,8.303635493895026,5.709164628507694,lyon,2024
167,45.75715271621795,4.843138060621056,4139.913773368441,166.21890882819318,1241.9741320105322,8.328671760669618,5.119303785333998,lyon,2024
168,45.75712396336555,4.86427967881977,4534.705853175828,442.66946006644736,1360.4117559527485,8.419735996121458,6.095079825874981,lyon,2024
169,45.76197238730343,4.8439160334806095,3015.328461237603,215.1794389101721,904.5985383712808,8.011795629443881,5.376108798509493,lyon,2024
170,45.76313284687264,4.866688033776203,4249.576355128586,82.47876969217594,1274.8729065385758,8.354809865695287,4.424592344344959,lyon,2024
171,45.75342185681128,4.849199160529411,2160.707147901895,97.89854171171358,648.2121443705685,7.678653534769955,4.594094493441227,lyon,2024
172,45.75789049113377,4.845366433405314,2289.189132026744,261.5270401372649,686.7567396080232,7.736389683542577,5.570354086773231,lyon,2024
173,45.754490309844506,4.84596186048806,3460.912957804127,168.57544968552935,1038.2738873412382,8.149576593249122,5.13329795866722,lyon,2024
174,45.76340618967541,4.843679300816188,4353.803082664032,416.64339016623046,1306.1409247992096,8.379034671884067,6.0346279348255845,lyon,2024
175,45.75793259669049,4.8464999362856425,1781.0100729240917,172.40631521401744,534.3030218772275,7.485497260609668,5.155637483602614,lyon,2024
176,45.75832789106888,4.8441235427312535,2124.392258460205,154.7278564514994,637.3176775380615,7.661711656540038,5.048109973893793,lyon,2024
177,45.75546472934335,4.847098880803906,2231.543597841299,106.5142785729238,669.4630793523896,7.71089684126828,4.677623662681575,lyon,2024
178,45.76207578156927,4.841612281631866,3720.369908048197,69.44958632997265,1116.110972414459,8.221847134329682,4.254897366503073,lyon,2024
179,45.74135926631769,4.881159112730915,1821.351854574936,318.20882346518584,546.4055563724808,7.5078831736515195,5.765845507628401,lyon,2024
180,45.74447131599198,4.869819108103721,1719.2898397152562,117.0137449585728,515.7869519145769,7.450248067073395,4.770801100381852,lyon,2024
181,45.73986673052531,4.88724384901421,1240.7185246071822,232.66522561190237,372.21555738215466,7.124251606057734,5.453889431208672,lyon,2024
182,45.74225514219593,4.878665654350949,2332.736170438221,281.9559763512674,699.8208511314663,7.755225768941522,5.6452913249462044,lyon,2024
183,45.73982387265313,4.870654372653209,667.3943461510964,182.8035532434889,200.21830384532893,6.504878337904937,5.213867541853815,lyon,2024
184,45.738787711624425,4.875839616249532,1219.551353221064,191.35868033639457,365.86540596631914,7.107057964507932,5.259361756001206,lyon,2024
185,45.73934393130786,4.886893783658053,3672.200845183016,453.7804856451236,1101.6602535549048,8.208818725833813,6.1198148534033265,lyon,2024
186,45.73750541936834,4.8649358480479385,4838.331589038723,175.38407793321335,1451.4994767116168,8.484531888735516,5.172663878349324,lyon,2024
187,45.73605771129987,4.874805929707241,1587.242920216832,119.6016106666204,476.1728760650496,7.3703836025367275,4.792492639648516,lyon,2024
188,45.737068331397474,4.888751094257295,1733.4695641437943,456.5317885127167,520.0408692431382,7.458456918918745,6.125846365389643,lyon,2024
189,45.74482762925755,4.868191211528105,4532.823717201672,371.7929937339655,1359.8471151605015,8.4193209501179,5.9210232890027665,lyon,2024
190,45.74446737692459,4.870255317158874,2764.9241119933545,125.9011240263949,829.4772335980064,7.92513007583725,4.843408232257118,lyon,2024
191,45.72408735053167,4.873491954384993,4108.124388814482,390.2693298993996,1232.4373166443445,8.320965240709098,5.969396146127625,lyon,2024
192,45.74492457038847,4.860134022465816,3621.207211981292,435.7289705811473,1086.3621635943875,8.194838846078449,6.079312798069346,lyon,2024
193,45.7450475823012,4.859946007224075,1552.5786831987732,483.8783977701641,465.77360495963194,7.348316376535856,6.183898133253319,lyon,2024
194,45.78483650619037,4.797447642768777,3752.753450441306,113.66367939569896,1125.8260351323918,8.2305115384956,4.74200331658424,lyon,2024
195,45.75002100050136,4.843917457129005,4181.026271186012,379.079488179527,1254.3078813558036,8.338551161935852,5.940380410265275,lyon,2024
196,45.75110773628708,4.844782536819719,3684.6080325898174,309.1118296630414,1105.3824097769452,8.212190793071747,5.736932973276376,lyon,2024
197,45.75054745219759,4.847029796429728,3542.071704775243,132.01198710600357,1062.6215114325728,8.172749343095688,4.890439252776982,lyon,2024
198,45.75473471212932,4.844021527467412,4009.302328163183,138.43336079299337,1202.7906984489548,8.296621911015567,4.9375867867175804,lyon,2024
199,45.75082593090021,4.84560587831605,4993.366050641147,134.9100756718645,1498.0098151923441,8.516065766239478,4.911993458746326,lyon,2024
200,45.75010459774431,4.844137437565407,2545.6788199749026,108.2734343369749,763.7036459924708,7.842545365722524,4.693853312913721,lyon,2024
201,45.75161464267251,4.847072124744254,3621.781455117307,499.8862344919943,1086.534436535192,8.194997367551318,6.216378998436723,lyon,2024
202,45.75062926959177,4.845531125370782,2870.2249726098285,95.11298121901186,861.0674917829485,7.962494037416717,4.565524387176426,lyon,2024
203,45.75237646989638,4.846770941852821,3968.2445299616174,376.5032275310491,1190.4733589884852,8.286331060852904,5.933579118403654,lyon,2024
204,45.74461874077996,4.844566760054358,572.5860297882166,165.51732244711948,171.77580893646498,6.351907933668412,5.115099342730284,lyon,2024
205,45.75479700088368,4.842705778897718,1400.7542354214152,189.3021068460948,420.22627062642454,7.245479756523323,5.2486128454236605,lyon,2024
206,45.74985680767553,4.843140146926194,4717.808834637654,428.531930044591,1415.3426503912963,8.45931168118719,6.062696081023314,lyon,2024
207,45.7504796053864,4.845972410072558,1422.987718395973,458.9371818033397,426.8963155187919,7.261216467212799,6.13108991886071,lyon,2024
208,45.74954312643491,4.845283441113279,1664.9673131200984,393.35128823594846,499.4901939360295,7.418161202558382,5.977242106571131,lyon,2024
209,45.75016465912897,4.845091049864642,1944.6745121483889,165.9598857016538,583.4023536445167,7.573363988812145,5.117753578183504,lyon,2024
